445,0
304,0
305,2
310,4
318,6
324,8
326,8
323,10
315,12
304,14
307,18
482,28
787,38
969,47
824,57
294,65
262,75
357,83
372,94
351,104
357,114
379,124
383,135
428,145
441,155
423,165
428,176
405,186
404,196
420,206
401,217
422,227
433,239
450,249
516,260
529,270
547,280
568,290
548,301
567,311
579,321
569,331
599,342
593,352
592,362
605,374
578,385
573,395
545,405
508,415
516,425
492,436
483,446
495,456
483,466
506,477
515,487
507,499
531,509
513,520
503,530
513,540
489,550
491,561
508,571
713,581
973,591
974,602
890,612
416,622
496,634
499,645
482,655
452,665
466,675
466,686
486,696
511,706
481,716
462,727
433,737
390,747
397,757
370,770
355,780
382,790
389,800
437,811
467,821
452,831
470,841
458,851
451,862
473,872
460,882
474,892
488,905
480,915
503,925
492,935
477,946
491,956
468,966
475,976
489,987
470,997
492,1007
498,1019
498,1032
517,1042
523,1054
501,1064
496,1077
503,1087
484,1099
488,1112
490,1122
520,1134
828,1144
974,1157
974,1169
550,1179
503,1191
530,1202
486,1214
481,1224
480,1236
474,1249
502,1259
539,1271
516,1282
492,1294
481,1306
449,1316
426,1329
441,1339
445,1351
468,1361
534,1374
553,1386
536,1396
547,1409
553,1419
533,1431
537,1443
554,1454
544,1466
555,1476
576,1488
560,1501
546,1511
553,1523
539,1533
525,1546
542,1556
542,1568
526,1581
547,1591
558,1603
538,1613
538,1626
542,1638
521,1648
515,1660
534,1671
511,1683
537,1693
870,1705
974,1718
974,1728
549,1740
523,1751
532,1763
520,1775
512,1785
486,1798
498,1808
529,1820
519,1832
502,1843
494,1855
462,1865
431,1878
438,1888
434,1900
428,1912
476,1923
514,1935
504,1945
512,1957
522,1970
503,1980
506,1992
523,2002
506,2015
503,2025
527,2037
526,2050
510,2060
514,2072
505,2082
485,2095
503,2107
511,2117
486,2129
486,2140
511,2152
503,2164
501,2174
515,2187
499,2197
487,2209
513,2220
516,2232
502,2244
510,2254
731,2267
973,2277
975,2289
782,2301
449,2312
542,2324
531,2334
496,2347
472,2357
492,2369
494,2381
484,2392
482,2404
454,2414
416,2426
419,2439
417,2449
396,2461
407,2471
434,2484
441,2496
457,2506
476,2519
456,2529
447,2541
464,2551
455,2564
443,2576
463,2586
463,2598
443,2609
457,2621
463,2633
439,2643
441,2656
453,2666
441,2678
443,2689
459,2701
448,2713
456,2723
478,2736
474,2746
457,2758
469,2770
475,2781
466,2793
481,2803
472,2816
516,2826
851,2838
974,2850
971,2861
404,2873
488,2883
490,2895
455,2908
462,2918
453,2930
447,2940
477,2953
478,2965
445,2975
440,2988
436,2998
406,3010
406,3020
423,3033
413,3045
429,3055
472,3067
469,3078
462,3090
474,3102
468,3112
454,3125
478,3135
489,3147
480,3158
497,3170
511,3182
494,3192
490,3205
502,3215
487,3227
489,3239
515,3250
509,3262
502,3272
518,3284
532,3297
522,3307
535,3319
541,3330
521,3342
525,3352
542,3364
529,3377
528,3387
545,3399
734,3409
973,3422
975,3434
836,3444
457,3457
578,3467
556,3479
523,3489
519,3502
533,3514
522,3524
532,3536
530,3547
480,3559
448,3571
449,3581
426,3594
405,3604
421,3616
430,3629
442,3639
482,3651
496,3661
481,3674
491,3684
504,3696
494,3708
497,3719
517,3731
510,3741
512,3753
533,3766
521,3776
495,3788
504,3799
496,3811
480,3821
496,3833
499,3846
476,3856
491,3868
519,3878
508,3891
504,3903
513,3913
490,3926
476,3936
493,3948
483,3960
454,3971
592,3983
965,3993
974,4005
958,4016
425,4028
513,4040
497,4050
491,4063
454,4073
452,4085
482,4098
481,4108
470,4120
477,4130
452,4143
416,4153
424,4165
416,4177
399,4188
436,4200
463,4210
463,4222
470,4235
481,4245
460,4257
453,4268
476,4280
466,4290
460,4302
482,4315
486,4325
472,4337
483,4347
487,4360
459,4372
464,4382
475,4395
454,4405
453,4417
469,4429
459,4440
456,4452
471,4462
472,4474
457,4485
474,4497
477,4509
460,4519
476,4532
488,4542
472,4554
479,4567
488,4577
658,4589
972,4599
974,4612
729,4622
420,4634
543,4646
506,4657
471,4669
479,4679
485,4691
479,4704
506,4714
508,4726
461,4737
438,4749
436,4761
410,4771
411,4784
446,4794
449,4806
454,4816
484,4829
479,4841
460,4851
475,4864
476,4874
458,4886
466,4898
479,4909
466,4921
475,4931
497,4943
484,4954
474,4966
486,4978
472,4988
456,5001
476,5011
474,5023
459,5036
475,5046
487,5058
470,5068
479,5081
489,5093
470,5103
475,5115
489,5126
480,5138
479,5148
501,5160
487,5173
505,5183
798,5195
974,5206
973,5218
491,5230
489,5240
508,5253
490,5263
491,5275
467,5285
469,5298
497,5310
492,5320
463,5332
463,5343
442,5355
414,5367
422,5378
420,5390
406,5400
437,5412
472,5425
464,5435
474,5447
493,5457
479,5470
478,5480
497,5492
482,5505
473,5515
494,5527
497,5537
485,5550
503,5562
505,5572
482,5584
490,5595
504,5607
487,5617
495,5629
515,5642
513,5652
518,5664
550,5675
545,5687
528,5699
544,5709
542,5722
521,5732
535,5744
541,5754
504,5767
611,5779
969,5789
974,5801
970,5812
456,5824
533,5836
524,5847
515,5859
490,5869
471,5881
501,5894
508,5904
478,5916
463,5926
449,5939
417,5949
420,5961
424,5974
399,5984
397,5996
431,6006
439,6019
438,6031
460,6041
459,6053
444,6064
465,6076
473,6086
454,6098
465,6111
475,6121
457,6133
459,6144
473,6156
450,6168
443,6178
465,6191
454,6201
445,6213
463,6225
466,6236
452,6248
481,6258
485,6270
466,6281
473,6293
479,6305
460,6316
465,6328
488,6338
469,6350
504,6363
824,6373
973,6385
971,6395
435,6408
462,6418
486,6430
476,6443
468,6453
440,6465
458,6475
481,6488
456,6500
441,6510
445,6522
424,6533
415,6545
433,6557
423,6567
407,6580
440,6590
471,6602
476,6612
502,6625
518,6637
499,6647
508,6660
522,6670
507,6682
503,6694
523,6705
512,6717
506,6727
525,6739
515,6750
492,6762
505,6774
513,6785
493,6797
498,6807
509,6819
500,6832
505,6842
523,6854
512,6864
504,6877
526,6889
516,6899
500,6912
511,6922
525,6934
757,6944
974,6957
974,6969
602,6979
459,6991
531,7002
483,7014
466,7026
470,7036
456,7049
459,7059
492,7071
478,7081
448,7094
440,7106
419,7116
383,7129
385,7139
387,7151
390,7163
436,7174
473,7186
460,7196
457,7208
474,7219
468,7231
467,7243
483,7254
484,7266
475,7276
495,7288
498,7301
474,7311
478,7323
484,7333
462,7346
469,7358
485,7368
464,7380
457,7391
484,7403
481,7413
475,7426
490,7438
484,7448
467,7460
481,7471
483,7483
468,7495
465,7505
608,7518
967,7528
974,7540
923,7550
407,7563
522,7575
514,7585
483,7598
459,7608
476,7620
488,7632
480,7643
496,7655
491,7665
458,7677
453,7690
455,7700
421,7712
407,7723
433,7735
460,7745
483,7757
510,7770
502,7780
486,7792
501,7802
499,7815
478,7827
491,7837
500,7849
481,7860
492,7872
504,7882
480,7895
470,7907
486,7917
475,7929
467,7940
481,7952
475,7964
469,7974
498,7987
505,7997
486,8009
493,8022
504,8032
487,8044
489,8054
505,8067
475,8077
582,8089
966,8101
974,8112
959,8124
417,8134
527,8146
493,8159
484,8169
473,8181
451,8192
473,8204
498,8214
484,8226
470,8239
468,8249
437,8261
421,8271
426,8284
407,8296
400,8306
446,8318
470,8329
458,8341
463,8353
467,8364
443,8376
451,8386
465,8398
451,8409
461,8421
486,8433
482,8443
476,8456
492,8466
479,8478
462,8491
482,8501
486,8513
463,8523
473,8536
486,8546
487,8558
493,8570
508,8581
488,8593
483,8603
501,8615
493,8628
490,8638
509,8650
540,8660
815,8673
974,8683
974,8695
525,8708
482,8718
535,8730
498,8740
490,8753
495,8765
483,8775
490,8787
511,8798
485,8810
456,8822
460,8833
445,8845
416,8855
422,8867
428,8878
424,8890
455,8902
477,8912
463,8925
463,8935
478,8947
464,8960
458,8970
473,8982
470,8992
459,9005
478,9015
479,9027
458,9039
459,9050
464,9062
442,9072
447,9084
460,9097
441,9107
439,9119
466,9129
468,9142
476,9154
501,9164
505,9177
492,9187
500,9199
504,9209
486,9222
503,9234
503,9244
559,9256
896,9267
974,9279
970,9291
391,9302
502,9314
509,9324
480,9336
493,9347
486,9359
483,9371
507,9381
504,9394
463,9404
449,9416
455,9428
428,9439
427,9451
450,9461
434,9474
447,9486
496,9496
501,9508
501,9519
525,9531
530,9541
517,9553
547,9566
565,9576
550,9588
545,9598
543,9611
515,9623
511,9633
526,9646
517,9656
517,9668
537,9678
525,9691
494,9703
500,9713
503,9725
477,9736
491,9748
488,9760
453,9771
448,9783
454,9793
430,9805
405,9818
512,9828
858,9840
973,9850
915,9863
338,9873
454,9885
497,9897
488,9908
465,9920
477,9930
495,9943
477,9955
466,9965
470,9977
441,9988
427,10000
433,10012
421,10024
397,10037
409,10049
449,10061
473,10074
457,10088
458,10100
461,10113
461,10125
452,10137
455,10149
478,10162
473,10174
455,10186
456,10199
470,10211
456,10225
440,10237
435,10250
459,10262
471,10274
455,10287
463,10299
485,10311
489,10323
477,10336
472,10350
492,10362
506,10375
489,10387
505,10399
812,10412
974,10424
971,10436
389,10448
515,10461
526,10473
496,10487
479,10500
495,10512
511,10524
497,10536
479,10549
478,10561
474,10573
453,10586
435,10598
435,10610
452,10625
467,10637
494,10649
526,10661
538,10674
522,10686
515,10698
531,10711
540,10723
536,10735
526,10749
540,10762
553,10774
533,10786
515,10799
522,10811
519,10823
498,10835
487,10848
494,10860
505,10872
505,10887
499,10899
513,10911
518,10924
500,10936
494,10948
502,10960
513,10973
512,10985
772,10997
974,11010
974,11024
554,11036
518,11048
526,11061
515,11073
484,11085
462,11098
477,11110
494,11122
469,11134
441,11149
429,11161
419,11173
379,11186
355,11198
380,11210
424,11223
451,11235
447,11247
459,11259
472,11272
457,11286
437,11298
449,11311
475,11323
468,11335
454,11347
464,11360
480,11372
462,11384
449,11397
459,11409
473,11423
464,11436
450,11448
469,11460
490,11472
498,11485
489,11497
500,11509
512,11522
496,11534
482,11548
494,11560
512,11573
505,11585
547,11597
897,11610
975,11622
972,11634
457,11646
535,11659
512,11671
476,11685
443,11698
452,11710
474,11722
485,11735
469,11747
483,11759
508,11771
487,11784
443,11796
426,11808
438,11823
452,11835
445,11847
450,11859
463,11872
